facility_id,timestamp,emission,power_in_MW,name,network_region,units,latitude,longitude,fuel_source,value_price_in_$/MWh,value_demand_in_MW
LBBESS,2025-10-01T00:00:00+10:00,0,0.15,Lake Bonney,SA,"[{'code': 'LBBG1', 'code_display': '0LBBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 25.0, 'capacity_maximum': 25.0, 'capacity_storage': 52.0, 'data_first_seen': '2019-10-08T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2019-10-15T14:00:00+10:00', 'commencement_date_specificity': 'day', 'closure_date_specificity': 'day', 'expected_closure_date': '2033-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 27.7509, 'max_generation_interval': '2020-08-23T16:25:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-26T03:11:37Z'}, {'code': 'LBBL1', 'code_display': '0LBBL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 25.0, 'capacity_maximum': 25.0, 'capacity_storage': 52.0, 'data_first_seen': '2019-10-08T00:05:00+10:00', 'data_last_seen': '2026-09-05T23:25:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2019-10-15T14:00:00+10:00', 'commencement_date_specificity': 'day', 'closure_date_specificity': 'day', 'expected_closure_date': '2033-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 30.1949, 'max_generation_interval': '2020-01-31T14:40:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-26T03:11:21Z'}, {'code': 'LBB1', 'code_display': 'LBB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 25.0, 'capacity_maximum': 25.0, 'capacity_storage': 52.0, 'data_first_seen': '2024-09-26T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2019-10-15T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2033-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 25.0, 'max_generation_interval': '2025-12-16T19:05:00', 'created_at': '2024-10-13T04:15:52Z', 'updated_at': '2026-04-01T00:40:27Z'}]",-37.738979,140.38681,battery_discharging,8.11,1564.92
LEM_WIL,2025-10-01T00:00:00+10:00,0,86.928,Lemonthyme / Wilmot,TAS,"[{'code': 'LEM_WIL', 'code_display': 'LEM_WIL', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 81.6, 'capacity_maximum': 86.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1968-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 89.06, 'max_generation_interval': '2005-09-04T14:45:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-26T03:12:04Z'}]",-41.603738,146.13894,hydro,0.12,898.71
LGAPWF1,2025-10-01T00:00:00+10:00,0,49.33,Lincoln Gap,SA,"[{'code': 'LGAPBS1', 'code_display': 'LGAPBS1', 'fueltech_id': 'battery', 'status_id': 'commissioning', 'capacity_registered': 10.8, 'capacity_maximum': 13.0, 'capacity_storage': 10.0, 'data_first_seen': '2025-10-28T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2019-05-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_operation_date': '2026-02-28T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 9.39, 'max_generation_interval': '2026-05-27T09:25:00', 'created_at': '2026-02-25T23:46:14Z', 'updated_at': '2026-02-26T01:17:22Z'}, {'code': 'LGAPWF1', 'code_display': 'LGAPWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 126.0, 'capacity_maximum': 123.0, 'data_first_seen': '2019-03-19T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2019-04-30T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 167.12, 'max_generation_interval': '2021-08-20T12:10:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-26T03:12:20Z'}, {'code': 'LGAPBSG1', 'code_display': '0LGAPBSG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 10.8, 'capacity_maximum': 9.0, 'capacity_storage': 10.0, 'data_first_seen': '2026-02-25T00:10:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2019-05-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_operation_date': '2026-02-28T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 9.39, 'max_generation_interval': '2026-05-27T09:25:00', 'created_at': '2026-02-25T23:48:50Z', 'updated_at': '2026-06-26T03:13:11Z'}, {'code': 'LGAPWF2', 'code_display': 'LGAPWF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 86.0, 'capacity_maximum': 85.0, 'data_first_seen': '2021-12-14T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2021-12-13T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 85.53, 'max_generation_interval': '2026-07-02T07:55:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-26T03:12:33Z'}, {'code': 'LGAPBSL1', 'code_display': '0LGAPBSL1', 'fueltech_id': 'battery_charging', 'status_id': 'commissioning', 'capacity_registered': 10.8, 'capacity_maximum': 13.0, 'capacity_storage': 10.0, 'data_first_seen': '2026-02-26T08:35:00+10:00', 'data_last_seen': '2026-08-26T12:40:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2019-05-31T14:00:00+10:00', 'commencement_date_specificity': 'month', 'expected_operation_date': '2026-02-28T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 9.72, 'max_generation_interval': '2026-05-22T12:10:00', 'created_at': '2026-02-25T23:50:13Z', 'updated_at': '2026-06-26T03:12:59Z'}]",-32.564612,137.557203,battery,8.11,1564.92
LI_WY_CA,2025-10-01T00:00:00+10:00,0,154.484,Catagunya / Liapootah / Wayatinah,TAS,"[{'code': 'LI_WY_CA', 'code_display': 'LI_WY_CA', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 173.7, 'capacity_maximum': 192.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1956-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 183.7836, 'max_generation_interval': '2024-09-20T08:20:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-26T03:23:01Z'}, {'code': 'CATAGUN1', 'code_display': 'CATAGUN1', 'fueltech_id': 'distillate', 'status_id': 'retired', 'capacity_registered': 24.0, 'emissions_factor_co2': 0.972, 'data_first_seen': '2016-03-10T10:15:00+10:00', 'data_last_seen': '2016-06-27T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2016-03-12T14:00:00+10:00', 'commencement_date_specificity': 'day', 'closure_date': '2016-04-30T14:00:00+10:00', 'closure_date_specificity': 'month', 'expected_closure_date': '2016-04-30T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 20.55, 'max_generation_interval': '2016-04-29T01:55:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2025-06-23T06:56:04Z'}]",-42.376279,146.510051,hydro,0.12,898.71
LKBONNY1,2025-10-01T00:00:00+10:00,0,41.975,Lake Bonney,SA,"[{'code': 'LKBONNY1', 'code_display': 'LKBONNY1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 80.5, 'capacity_maximum': 81.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2009-06-30T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2034-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 81.1822, 'max_generation_interval': '2021-07-17T15:25:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-29T06:02:28Z'}]",-37.769885,140.406271,wind,8.11,1564.92
LKBONNY3,2025-10-01T00:00:00+10:00,0,16.747,Lake Bonney 3,SA,"[{'code': 'LKBONNY3', 'code_display': 'LKBONNY3', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 39.0, 'capacity_maximum': 39.0, 'data_first_seen': '2010-07-02T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2010-07-02T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2039-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 39.1312, 'max_generation_interval': '2017-07-17T15:00:00', 'created_at': '2023-10-18T04:35:04Z', 'updated_at': '2026-06-29T06:03:16Z'}]",-37.769885,140.406271,wind,8.11,1564.92
LKBONNY_2,2025-10-01T00:00:00+10:00,0,87.009,Lake Bonney 2,SA,"[{'code': 'LKBONNY2', 'code_display': 'LKBONNY2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 159.0, 'capacity_maximum': 159.0, 'data_first_seen': '2007-05-31T10:55:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2007-05-31T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2037-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 169.2214, 'max_generation_interval': '2009-10-15T16:15:00', 'created_at': '2023-10-18T04:35:06Z', 'updated_at': '2026-06-29T06:03:07Z'}]",-37.769885,140.406271,wind,8.11,1564.92
LOYYANGA,2025-10-01T00:00:00+10:00,41.018,415,Loy Yang A,VIC,"[{'code': 'LYA1', 'code_display': 'LYA1', 'fueltech_id': 'coal_brown', 'status_id': 'operating', 'capacity_registered': 560.0, 'capacity_maximum': 590.0, 'emissions_factor_co2': 1.18, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1983-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2034-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 599.4, 'max_generation_interval': '2003-11-11T09:05:00', 'created_at': '2023-10-18T04:35:06Z', 'updated_at': '2026-06-30T04:39:21Z'}, {'code': 'LYA3', 'code_display': 'LYA3', 'fueltech_id': 'coal_brown', 'status_id': 'operating', 'capacity_registered': 560.0, 'capacity_maximum': 590.0, 'emissions_factor_co2': 1.18, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1986-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2034-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 598.2, 'max_generation_interval': '2007-06-04T20:10:00', 'created_at': '2023-10-18T04:35:06Z', 'updated_at': '2026-06-30T04:39:40Z'}, {'code': 'LYA2', 'code_display': 'LYA2', 'fueltech_id': 'coal_brown', 'status_id': 'operating', 'capacity_registered': 530.0, 'capacity_maximum': 535.0, 'emissions_factor_co2': 1.18, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1983-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2034-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 540.0, 'max_generation_interval': '2019-04-13T23:30:00', 'created_at': '2023-10-18T04:35:06Z', 'updated_at': '2026-06-30T04:39:31Z'}, {'code': 'LYA4', 'code_display': 'LYA4', 'fueltech_id': 'coal_brown', 'status_id': 'operating', 'capacity_registered': 560.0, 'capacity_maximum': 580.0, 'emissions_factor_co2': 1.18, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1986-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2034-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 588.6, 'max_generation_interval': '2009-02-03T19:55:00', 'created_at': '2023-10-18T04:35:06Z', 'updated_at': '2026-06-30T04:39:48Z'}]",-38.253534,146.574459,coal_brown,8.95,4893.49
LOYYB,2025-10-01T00:00:00+10:00,42.051,451.5,Loy Yang B,VIC,"[{'code': 'LOYYB1', 'code_display': 'LOYYB1', 'fueltech_id': 'coal_brown', 'status_id': 'operating', 'capacity_registered': 500.0, 'capacity_maximum': 600.0, 'emissions_factor_co2': 1.1223, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1992-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2046-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 595.4886, 'max_generation_interval': '2022-03-24T10:20:00', 'created_at': '2023-10-18T04:35:06Z', 'updated_at': '2026-06-26T03:25:06Z'}, {'code': 'LOYYB2', 'code_display': 'LOYYB2', 'fueltech_id': 'coal_brown', 'status_id': 'operating', 'capacity_registered': 500.0, 'capacity_maximum': 600.0, 'emissions_factor_co2': 1.1223, 'data_first_seen': '1998-12-07T02:40:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1995-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2046-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 600.0, 'max_generation_interval': '2019-07-22T06:40:00', 'created_at': '2023-10-18T04:35:06Z', 'updated_at': '2026-06-26T03:25:15Z'}]",-38.256446,146.584982,coal_brown,8.95,4893.49
LVES,2025-10-01T00:00:00+10:00,0,0.5,Latrobe Valley,VIC,"[{'code': 'LVESL1', 'code_display': '0LVESL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 140.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2025-04-08T09:35:00+10:00', 'data_last_seen': '2026-09-05T23:55:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2025-04-08T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-06-30T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 101.28, 'max_generation_interval': '2025-06-27T12:00:00', 'created_at': '2025-02-14T03:50:59Z', 'updated_at': '2026-06-26T00:38:01Z'}, {'code': 'LVES1', 'code_display': 'LVES1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 140.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2025-04-08T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2025-04-08T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-06-30T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 100.87, 'max_generation_interval': '2025-06-04T09:35:00', 'created_at': '2024-12-02T00:06:39Z', 'updated_at': '2026-02-25T00:52:50Z'}, {'code': 'LVESG1', 'code_display': '0LVESG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 140.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2025-04-08T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2025-04-08T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-06-30T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2044-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 100.87, 'max_generation_interval': '2025-06-04T09:35:00', 'created_at': '2025-02-14T03:53:52Z', 'updated_at': '2026-06-26T00:37:50Z'}]",-38.258183,146.418614,battery_charging,8.95,4893.49
MACARTH,2025-10-01T00:00:00+10:00,0,126.2,Macarthur,VIC,"[{'code': 'MACARTH1', 'code_display': 'MACARTH1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 420.0, 'capacity_maximum': 420.0, 'data_first_seen': '2012-08-21T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2012-09-27T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2037-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 426.46, 'max_generation_interval': '2013-10-02T12:15:00', 'created_at': '2023-10-18T04:35:07Z', 'updated_at': '2026-02-19T03:36:59Z'}]",-38.036376,142.181753,wind,8.95,4893.49
MACKNTSH,2025-10-01T00:00:00+10:00,0,51.81,Mackintosh,TAS,"[{'code': 'MACKNTSH', 'code_display': 'MACKNTSH', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 79.9, 'capacity_maximum': 89.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1981-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 90.81, 'max_generation_interval': '2013-10-17T16:00:00', 'created_at': '2023-10-18T04:35:07Z', 'updated_at': '2026-06-26T03:26:15Z'}]",-41.69974,145.646154,hydro,0.12,898.71
MANNUMB,2025-10-01T00:00:00+10:00,0,0.18,Mannum,SA,"[{'code': 'MANNUMB1', 'code_display': 'MANNUMB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 131.7, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2025-05-13T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'commencement_date': '2025-05-12T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-08-31T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2043-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 102.86, 'max_generation_interval': '2025-10-15T20:25:00', 'created_at': '2025-01-17T00:10:29Z', 'updated_at': '2026-04-10T03:00:07Z'}, {'code': 'MANNUMBL1', 'code_display': '0MANNUMBL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 131.7, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2025-05-13T00:05:00+10:00', 'data_last_seen': '2026-09-05T23:55:00+10:00', 'dispatch_type': 'LOAD', 'commencement_date': '2025-05-12T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-08-31T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2043-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 104.68, 'max_generation_interval': '2026-06-11T06:10:00', 'created_at': '2025-03-19T02:47:53Z', 'updated_at': '2026-06-26T00:49:39Z'}, {'code': 'MANNUMBG1', 'code_display': '0MANNUMBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 131.7, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2025-05-13T07:10:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2025-05-12T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_operation_date': '2025-08-31T14:00:00+10:00', 'expected_operation_date_specificity': 'month', 'expected_closure_date': '2043-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 102.86, 'max_generation_interval': '2025-10-15T20:25:00', 'created_at': '2025-03-19T02:51:39Z', 'updated_at': '2026-06-26T00:49:53Z'}]",-34.917537,139.262695,battery,8.11,1564.92
MBAHNTH,2025-10-01T00:00:00+10:00,1.06,20.2,Moranbah North,QLD,"[{'code': 'MBAHNTH', 'code_display': 'MBAHNTH', 'fueltech_id': 'gas_wcmg', 'status_id': 'operating', 'capacity_registered': 63.42, 'capacity_maximum': 63.0, 'emissions_factor_co2': 0.6378, 'data_first_seen': '2014-10-21T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2007-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2037-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 59.925, 'max_generation_interval': '2020-04-20T18:30:00', 'created_at': '2023-10-18T04:35:07Z', 'updated_at': '2026-07-15T02:24:10Z'}]",-21.978481,148.004809,gas_wcmg,54.82,5989.24
MCINTYR,2025-10-01T00:00:00+10:00,0,139.076,MacIntyre,QLD,"[{'code': 'MCINTYR1', 'code_display': 'MCINTYR1', 'fueltech_id': 'wind', 'status_id': 'commissioning', 'capacity_registered': 923.0, 'capacity_maximum': 890.0, 'data_first_seen': '2024-08-13T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2024-10-03T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2053-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 545.817, 'max_generation_interval': '2026-08-18T21:55:00', 'created_at': '2024-10-01T04:29:41Z', 'updated_at': '2026-08-10T06:30:44Z'}]",-28.350769,151.635944,wind,54.82,5989.24
MCKAY,2025-10-01T00:00:00+10:00,0,0.02,Bogong / Mackay,VIC,"[{'code': 'MCKAY1', 'code_display': 'MCKAY1', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 300.0, 'capacity_maximum': 300.0, 'data_first_seen': '1998-12-07T06:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1959-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2056-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 312.155, 'max_generation_interval': '2015-05-25T17:25:00', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2026-06-26T03:33:35Z'}, {'code': 'MCKAY2', 'code_display': 'MCKAY2', 'fueltech_id': 'hydro', 'status_id': 'retired', 'capacity_registered': 53.0, 'data_first_seen': '1998-12-07T06:35:00+10:00', 'data_last_seen': '2009-09-22T10:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1959-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'closure_date': '2009-08-31T14:00:00+10:00', 'closure_date_specificity': 'year', 'expected_closure_date': '2009-08-31T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 75.46, 'max_generation_interval': '2004-10-17T17:35:00', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2026-02-18T23:02:17Z'}]",-36.858282,147.234146,hydro,8.95,4893.49
MEADOWBK,2025-10-01T00:00:00+10:00,0,43.442,Meadowbank,TAS,"[{'code': 'MEADOWBK', 'code_display': 'MEADOWBK', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 40.0, 'capacity_maximum': 44.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '1966-12-31T14:00:00+10:00', 'commencement_date_specificity': 'year', 'expected_closure_date': '2099-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 44.6705, 'max_generation_interval': '2024-09-05T17:15:00', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2026-06-26T03:33:54Z'}, {'code': 'MEADOWB2', 'code_display': 'MEADOWB2', 'fueltech_id': 'distillate', 'status_id': 'retired', 'capacity_registered': 24.0, 'emissions_factor_co2': 0.972, 'data_first_seen': '2016-03-18T00:05:00+10:00', 'data_last_seen': '2016-06-27T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2016-03-31T14:00:00+10:00', 'commencement_date_specificity': 'day', 'closure_date': '2016-04-30T14:00:00+10:00', 'closure_date_specificity': 'month', 'expected_closure_date': '2016-04-30T14:00:00+10:00', 'expected_closure_date_specificity': 'month', 'max_generation': 22.03, 'max_generation_interval': '2016-04-27T02:15:00', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2024-11-25T04:04:30Z'}]",-42.611178,146.845687,hydro,0.12,898.71
MEWF,2025-10-01T00:00:00+10:00,0,49.5,Mt Emerald,QLD,"[{'code': 'MEWF1', 'code_display': 'MEWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 180.0, 'capacity_maximum': 178.0, 'data_first_seen': '2018-08-14T00:05:00+10:00', 'data_last_seen': '2026-09-06T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': '2018-08-20T14:00:00+10:00', 'commencement_date_specificity': 'day', 'expected_closure_date': '2042-12-31T14:00:00+10:00', 'expected_closure_date_specificity': 'year', 'max_generation': 191.4962, 'max_generation_interval': '2024-10-10T11:55:00', 'created_at': '2023-10-18T04:35:08Z', 'updated_at': '2026-06-26T03:34:20Z'}]",-17.170847,145.38046,wind,54.82,5989.24
